"","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions"
"","","Report Period","20241231","","Report Period","20240930","","Report Period","20240630","","Report Period","20240331","","Report Period","20231231","","Report Period","20230930","","Report Period","20230630","","Report Period","20230331","","Report Period","20221231","","Report Period","20220930","","Report Period","20220630","","Report Period","20220331","","Report Period","20211231","","Report Period","20210930","","Report Period","20210630","","Report Period","20210331","","Report Period","20201231","","Report Period","20200930","","Report Period","20200630","","Report Period","20200331","","Report Period","20191231","","Report Period","20190930","","Report Period","20190630","","Report Period","20190331","","Report Period","20181231","","Report Period","20180930","","Report Period","20180630","","Report Period","20180331","","Report Period","20171231","","Report Period","20170930","","Report Period","20170630","","Report Period","20170331","","Report Period","20161231","","Report Period","20160930","","Report Period","20160630","","Report Period","20160331","","Report Period","20151231","","Report Period","20150930","","Report Period","20150630","","Report Period","20150331"
"","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD"
"","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$"
"Commercial Banks and Other Depository Institutions in US","","DEPUSBKF","$9,317,303","","DEPUSBKF","$9,945,361","","DEPUSBKF","$9,794,135","","DEPUSBKF","$9,739,488","","DEPUSBKF","$8,886,030","","DEPUSBKF","$8,845,183","","DEPUSBKF","$9,788,858","","DEPUSBKF","$10,415,923","","DEPUSBKF","$10,303,513","","DEPUSBKF","$9,600,070","","DEPUSBKF","$9,771,242","","DEPUSBKF","$9,976,147","","DEPUSBKF","$9,620,002","","DEPUSBKF","$9,744,113","","DEPUSBKF","$8,842,371","","DEPUSBKF","$9,013,286","","DEPUSBKF","$8,906,241","","DEPUSBKF","$9,345,036","","DEPUSBKF","$7,996,128","","DEPUSBKF","$8,245,757","","DEPUSBKF","$7,307,923","","DEPUSBKF","$8,354,522","","DEPUSBKF","$7,670,565","","DEPUSBKF","$7,778,332","","DEPUSBKF","$8,818,124","","DEPUSBKF","$11,190,017","","DEPUSBKF","$11,628,673","","DEPUSBKF","$12,518,863","","DEPUSBKF","$18,607,167","","DEPUSBKF","$18,138,041","","DEPUSBKF","$18,673,675","","DEPUSBKF","$19,213,928","","DEPUSBKF","$18,535,720","","DEPUSBKF","$20,679,449","","DEPUSBKF","$20,365,996","","DEPUSBKF","$21,614,439","","DEPUSBKF","$19,703,643","","DEPUSBKF","$27,692,423","","DEPUSBKF","$27,624,606","","DEPUSBKF","$26,330,633"
"Banks in Foreign Countries","","DEPFBKF","$146,793,350","","DEPFBKF","$154,619,594","","DEPFBKF","$152,707,963","","DEPFBKF","$155,295,649","","DEPFBKF","$148,530,103","","DEPFBKF","$142,844,268","","DEPFBKF","$151,492,407","","DEPFBKF","$144,446,230","","DEPFBKF","$157,441,797","","DEPFBKF","$157,724,748","","DEPFBKF","$167,514,622","","DEPFBKF","$177,136,106","","DEPFBKF","$162,159,441","","DEPFBKF","$175,539,690","","DEPFBKF","$196,970,008","","DEPFBKF","$188,128,126","","DEPFBKF","$196,222,740","","DEPFBKF","$184,176,857","","DEPFBKF","$184,165,103","","DEPFBKF","$182,533,508","","DEPFBKF","$177,311,073","","DEPFBKF","$166,300,455","","DEPFBKF","$160,331,147","","DEPFBKF","$120,746,318","","DEPFBKF","$125,608,166","","DEPFBKF","$127,761,519","","DEPFBKF","$109,086,242","","DEPFBKF","$118,270,147","","DEPFBKF","$111,865,555","","DEPFBKF","$109,912,866","","DEPFBKF","$113,907,905","","DEPFBKF","$110,897,082","","DEPFBKF","$121,584,656","","DEPFBKF","$109,896,449","","DEPFBKF","$128,451,407","","DEPFBKF","$130,006,967","","DEPFBKF","$132,476,088","","DEPFBKF","$152,208,442","","DEPFBKF","$136,014,951","","DEPFBKF","$152,793,339"
"Foreign Governments and Official Institutions","","DEPFGOVF","$70,097,785","","DEPFGOVF","$90,255,160","","DEPFGOVF","$87,590,423","","DEPFGOVF","$94,720,794","","DEPFGOVF","$82,556,705","","DEPFGOVF","$84,330,261","","DEPFGOVF","$90,455,115","","DEPFGOVF","$84,151,060","","DEPFGOVF","$82,309,336","","DEPFGOVF","$83,648,952","","DEPFGOVF","$83,807,699","","DEPFGOVF","$87,447,319","","DEPFGOVF","$81,937,753","","DEPFGOVF","$91,948,924","","DEPFGOVF","$98,357,781","","DEPFGOVF","$99,976,062","","DEPFGOVF","$94,608,503","","DEPFGOVF","$90,955,873","","DEPFGOVF","$95,855,091","","DEPFGOVF","$112,310,361","","DEPFGOVF","$80,019,524","","DEPFGOVF","$92,168,813","","DEPFGOVF","$95,305,634","","DEPFGOVF","$85,423,385","","DEPFGOVF","$77,765,861","","DEPFGOVF","$80,577,081","","DEPFGOVF","$82,859,945","","DEPFGOVF","$85,726,262","","DEPFGOVF","$86,330,138","","DEPFGOVF","$93,510,244","","DEPFGOVF","$91,049,159","","DEPFGOVF","$96,206,652","","DEPFGOVF","$73,328,760","","DEPFGOVF","$80,030,286","","DEPFGOVF","$85,873,432","","DEPFGOVF","$91,007,931","","DEPFGOVF","$74,836,147","","DEPFGOVF","$88,787,465","","DEPFGOVF","$86,282,953","","DEPFGOVF","$98,786,005"
"US Government, States, and Political Subdivisions","","DEPUSMF","$832,373","","DEPUSMF","$853,844","","DEPUSMF","$975,280","","DEPUSMF","$989,133","","DEPUSMF","$1,028,805","","DEPUSMF","$1,062,368","","DEPUSMF","$1,110,887","","DEPUSMF","$1,024,474","","DEPUSMF","$880,804","","DEPUSMF","$854,598","","DEPUSMF","$800,259","","DEPUSMF","$1,050,278","","DEPUSMF","$971,770","","DEPUSMF","$831,497","","DEPUSMF","$954,132","","DEPUSMF","$853,537","","DEPUSMF","$1,015,201","","DEPUSMF","$1,011,691","","DEPUSMF","$1,081,639","","DEPUSMF","$1,119,476","","DEPUSMF","$979,827","","DEPUSMF","$839,983","","DEPUSMF","$852,581","","DEPUSMF","$775,939","","DEPUSMF","$687,432","","DEPUSMF","$716,303","","DEPUSMF","$901,623","","DEPUSMF","$1,150,784","","DEPUSMF","$1,087,485","","DEPUSMF","$1,142,096","","DEPUSMF","$1,637,163","","DEPUSMF","$974,423","","DEPUSMF","$1,206,108","","DEPUSMF","$2,249,248","","DEPUSMF","$2,711,339","","DEPUSMF","$2,419,446","","DEPUSMF","$2,957,663","","DEPUSMF","$2,035,914","","DEPUSMF","$2,253,165","","DEPUSMF","$1,556,135"
"Noninterest-bearing Deposits","","DEPNIFOR","$125,876,919","","DEPNIFOR","$130,249,289","","DEPNIFOR","$120,750,237","","DEPNIFOR","$122,660,879","","DEPNIFOR","$121,449,918","","DEPNIFOR","$118,370,672","","DEPNIFOR","$129,906,586","","DEPNIFOR","$129,802,928","","DEPNIFOR","$141,519,894","","DEPNIFOR","$149,284,630","","DEPNIFOR","$161,323,068","","DEPNIFOR","$177,749,826","","DEPNIFOR","$174,722,728","","DEPNIFOR","$170,100,150","","DEPNIFOR","$170,688,829","","DEPNIFOR","$169,903,398","","DEPNIFOR","$159,475,022","","DEPNIFOR","$145,280,291","","DEPNIFOR","$132,056,474","","DEPNIFOR","$130,724,719","","DEPNIFOR","$125,253,689","","DEPNIFOR","$121,511,680","","DEPNIFOR","$122,698,066","","DEPNIFOR","$112,993,002","","DEPNIFOR","$117,042,796","","DEPNIFOR","$119,041,508","","DEPNIFOR","$122,450,514","","DEPNIFOR","$124,667,421","","DEPNIFOR","$121,125,532","","DEPNIFOR","$114,914,272","","DEPNIFOR","$121,156,579","","DEPNIFOR","$115,732,212","","DEPNIFOR","$109,922,046","","DEPNIFOR","$112,127,548","","DEPNIFOR","$114,487,172","","DEPNIFOR","$112,765,911","","DEPNIFOR","$101,837,674","","DEPNIFOR","$107,860,737","","DEPNIFOR","$107,863,521","","DEPNIFOR","$109,336,245"
"Interest-bearing Deposits","","DEPIFOR","$1,341,063,891","","DEPIFOR","$1,402,919,172","","DEPIFOR","$1,348,351,145","","DEPIFOR","$1,338,711,520","","DEPIFOR","$1,346,633,718","","DEPIFOR","$1,276,861,181","","DEPIFOR","$1,316,093,082","","DEPIFOR","$1,308,718,616","","DEPIFOR","$1,347,668,828","","DEPIFOR","$1,316,371,858","","DEPIFOR","$1,324,455,562","","DEPIFOR","$1,373,410,663","","DEPIFOR","$1,337,654,911","","DEPIFOR","$1,362,676,661","","DEPIFOR","$1,396,075,333","","DEPIFOR","$1,353,193,080","","DEPIFOR","$1,374,344,104","","DEPIFOR","$1,301,333,454","","DEPIFOR","$1,310,334,315","","DEPIFOR","$1,340,449,654","","DEPIFOR","$1,190,060,885","","DEPIFOR","$1,174,338,429","","DEPIFOR","$1,169,358,869","","DEPIFOR","$1,127,795,162","","DEPIFOR","$1,136,282,263","","DEPIFOR","$1,132,793,936","","DEPIFOR","$1,110,837,808","","DEPIFOR","$1,147,372,461","","DEPIFOR","$1,196,625,845","","DEPIFOR","$1,184,569,772","","DEPIFOR","$1,203,535,903","","DEPIFOR","$1,155,314,005","","DEPIFOR","$1,135,722,111","","DEPIFOR","$1,224,078,850","","DEPIFOR","$1,209,555,266","","DEPIFOR","$1,208,478,604","","DEPIFOR","$1,180,234,823","","DEPIFOR","$1,230,671,446","","DEPIFOR","$1,234,878,594","","DEPIFOR","$1,268,342,384"
"Memoranda: Selected Components of Domestic Deposits","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  "
"Demand Deposits","","DDT","$5,657,331,133","","DDT","$5,477,727,988","","DDT","$5,363,530,444","","DDT","$5,429,303,127","","DDT","$5,232,747,869","","DDT","$5,156,140,327","","DDT","$5,274,633,411","","DDT","$5,350,351,060","","DDT","$5,410,092,342","","DDT","$5,485,394,774","","DDT","$5,387,553,114","","DDT","$5,290,349,294","","DDT","$5,128,811,678","","DDT","$4,951,692,064","","DDT","$4,669,217,078","","DDT","$4,177,475,615","","DDT","$4,058,636,718","","DDT","$3,070,616,791","","DDT","$2,905,821,736","","DDT","$2,322,230,909","","DDT","$1,875,161,609","","DDT","$1,803,297,953","","DDT","$1,755,778,768","","DDT","$1,718,222,531","","DDT","$1,781,596,421","","DDT","$1,686,397,230","","DDT","$1,740,329,175","","DDT","$1,800,148,286","","DDT","$1,762,666,969","","DDT","$1,709,003,214","","DDT","$1,756,215,765","","DDT","$1,729,142,705","","DDT","$1,646,897,735","","DDT","$1,628,560,582","","DDT","$1,579,514,943","","DDT","$1,532,935,453","","DDT","$1,542,206,709","","DDT","$1,471,803,313","","DDT","$1,531,414,754","","DDT","$1,504,723,978"
"Money Market Savings Deposits Nontransactions Accounts (MMDAs)","","NTRSMMDA","$5,185,264,032","","NTRSMMDA","$5,138,512,874","","NTRSMMDA","$5,068,794,522","","NTRSMMDA","$5,168,740,581","","NTRSMMDA","$5,296,870,536","","NTRSMMDA","$5,335,959,251","","NTRSMMDA","$5,371,598,296","","NTRSMMDA","$5,509,415,701","","NTRSMMDA","$6,047,520,164","","NTRSMMDA","$6,271,076,745","","NTRSMMDA","$6,613,197,272","","NTRSMMDA","$6,995,623,933","","NTRSMMDA","$7,021,923,939","","NTRSMMDA","$6,806,497,477","","NTRSMMDA","$6,937,513,455","","NTRSMMDA","$7,069,419,945","","NTRSMMDA","$6,782,057,232","","NTRSMMDA","$6,596,960,845","","NTRSMMDA","$6,461,270,977","","NTRSMMDA","$6,106,212,498","","NTRSMMDA","$5,647,098,333","","NTRSMMDA","$5,532,045,636","","NTRSMMDA","$5,371,049,994","","NTRSMMDA","$5,374,757,902","","NTRSMMDA","$5,389,502,913","","NTRSMMDA","$5,340,529,649","","NTRSMMDA","$5,292,552,409","","NTRSMMDA","$5,365,435,569","","NTRSMMDA","$5,307,653,170","","NTRSMMDA","$5,261,406,888","","NTRSMMDA","$5,177,229,522","","NTRSMMDA","$5,244,730,729","","NTRSMMDA","$5,208,952,920","","NTRSMMDA","$5,082,910,858","","NTRSMMDA","$4,890,517,913","","NTRSMMDA","$4,860,822,243","","NTRSMMDA","$4,768,076,291","","NTRSMMDA","$4,688,990,089","","NTRSMMDA","$4,835,467,273","","NTRSMMDA","$4,854,243,109"
"Other Savings Deposits Nontransaction Accounts (Excluding MMDAs)","","NTRSOTH","$3,075,754,954","","NTRSOTH","$3,016,392,834","","NTRSOTH","$3,017,117,189","","NTRSOTH","$3,055,473,003","","NTRSOTH","$3,053,266,639","","NTRSOTH","$3,115,624,252","","NTRSOTH","$3,232,869,503","","NTRSOTH","$3,395,666,678","","NTRSOTH","$3,620,587,045","","NTRSOTH","$3,717,027,102","","NTRSOTH","$3,816,909,984","","NTRSOTH","$3,986,027,989","","NTRSOTH","$3,913,957,961","","NTRSOTH","$3,804,949,218","","NTRSOTH","$3,472,849,254","","NTRSOTH","$3,479,404,686","","NTRSOTH","$3,256,966,643","","NTRSOTH","$3,855,171,383","","NTRSOTH","$3,751,511,998","","NTRSOTH","$3,384,038,639","","NTRSOTH","$3,205,146,054","","NTRSOTH","$3,134,686,911","","NTRSOTH","$3,114,230,240","","NTRSOTH","$3,086,287,837","","NTRSOTH","$3,054,928,126","","NTRSOTH","$3,016,835,467","","NTRSOTH","$3,013,139,373","","NTRSOTH","$2,972,598,180","","NTRSOTH","$2,917,941,106","","NTRSOTH","$2,908,907,981","","NTRSOTH","$2,839,213,473","","NTRSOTH","$2,826,915,895","","NTRSOTH","$2,782,866,511","","NTRSOTH","$2,743,494,257","","NTRSOTH","$2,671,409,379","","NTRSOTH","$2,660,298,545","","NTRSOTH","$2,569,007,327","","NTRSOTH","$2,502,147,238","","NTRSOTH","$2,199,582,149","","NTRSOTH","$2,190,667,113"
"Total Time and Savings Deposits","","TS","$12,090,218,986","","TS","$12,055,419,108","","TS","$11,975,011,002","","TS","$12,107,462,925","","TS","$12,113,254,030","","TS","$12,002,923,583","","TS","$11,924,083,265","","TS","$11,954,244,422","","TS","$12,315,843,328","","TS","$12,406,220,439","","TS","$12,689,703,999","","TS","$13,090,754,192","","TS","$13,060,807,205","","TS","$12,682,319,367","","TS","$12,494,693,101","","TS","$12,758,207,568","","TS","$12,230,910,118","","TS","$12,600,967,849","","TS","$12,613,837,973","","TS","$11,984,810,953","","TS","$11,344,836,803","","TS","$11,177,185,508","","TS","$10,991,258,513","","TS","$10,965,659,385","","TS","$10,831,289,195","","TS","$10,635,395,354","","TS","$10,495,073,429","","TS","$10,456,732,902","","TS","$10,318,789,711","","TS","$10,210,811,596","","TS","$10,024,401,868","","TS","$10,083,618,327","","TS","$10,002,021,648","","TS","$9,834,034,774","","TS","$9,624,497,022","","TS","$9,575,299,209","","TS","$9,365,744,620","","TS","$9,180,094,587","","TS","$9,058,283,538","","TS","$9,076,007,907"
"Noninterest-bearing Deposits","","DEPNIDOM","$3,861,377,463","","DEPNIDOM","$3,865,716,398","","DEPNIDOM","$3,872,967,095","","DEPNIDOM","$3,948,186,980","","DEPNIDOM","$3,982,404,909","","DEPNIDOM","$4,074,358,414","","DEPNIDOM","$4,234,942,270","","DEPNIDOM","$4,513,671,212","","DEPNIDOM","$4,827,798,391","","DEPNIDOM","$5,194,087,064","","DEPNIDOM","$5,404,663,704","","DEPNIDOM","$5,517,936,329","","DEPNIDOM","$5,516,235,146","","DEPNIDOM","$5,365,215,693","","DEPNIDOM","$5,162,833,193","","DEPNIDOM","$4,979,594,138","","DEPNIDOM","$4,606,464,452","","DEPNIDOM","$4,383,987,401","","DEPNIDOM","$4,245,518,285","","DEPNIDOM","$3,608,402,422","","DEPNIDOM","$3,160,866,407","","DEPNIDOM","$3,138,169,178","","DEPNIDOM","$3,071,633,844","","DEPNIDOM","$3,034,481,563","","DEPNIDOM","$3,134,842,870","","DEPNIDOM","$3,141,202,229","","DEPNIDOM","$3,213,859,026","","DEPNIDOM","$3,248,933,409","","DEPNIDOM","$3,249,681,793","","DEPNIDOM","$3,242,316,243","","DEPNIDOM","$3,244,699,441","","DEPNIDOM","$3,197,704,964","","DEPNIDOM","$3,151,711,589","","DEPNIDOM","$3,144,091,125","","DEPNIDOM","$3,025,114,766","","DEPNIDOM","$2,983,418,030","","DEPNIDOM","$2,999,989,238","","DEPNIDOM","$2,959,692,381","","DEPNIDOM","$2,983,438,722","","DEPNIDOM","$2,938,194,850"
"Interest-bearing Deposits","","DEPIDOM","$13,886,172,663","","DEPIDOM","$13,667,430,660","","DEPIDOM","$13,465,574,338","","DEPIDOM","$13,588,579,147","","DEPIDOM","$13,363,597,032","","DEPIDOM","$13,084,705,549","","DEPIDOM","$12,963,774,493","","DEPIDOM","$12,790,924,357","","DEPIDOM","$12,898,137,304","","DEPIDOM","$12,697,528,140","","DEPIDOM","$12,672,593,395","","DEPIDOM","$12,863,167,205","","DEPIDOM","$12,673,383,820","","DEPIDOM","$12,268,795,769","","DEPIDOM","$12,001,077,017","","DEPIDOM","$11,956,089,098","","DEPIDOM","$11,683,082,440","","DEPIDOM","$11,287,597,257","","DEPIDOM","$11,274,141,512","","DEPIDOM","$10,698,639,416","","DEPIDOM","$10,059,132,065","","DEPIDOM","$9,842,314,296","","DEPIDOM","$9,675,403,439","","DEPIDOM","$9,649,400,442","","DEPIDOM","$9,478,042,760","","DEPIDOM","$9,180,590,440","","DEPIDOM","$9,021,543,647","","DEPIDOM","$9,007,947,828","","DEPIDOM","$8,831,774,932","","DEPIDOM","$8,677,498,592","","DEPIDOM","$8,535,918,207","","DEPIDOM","$8,615,056,118","","DEPIDOM","$8,497,207,809","","DEPIDOM","$8,318,504,215","","DEPIDOM","$8,178,897,246","","DEPIDOM","$8,124,816,704","","DEPIDOM","$7,907,962,103","","DEPIDOM","$7,692,205,530","","DEPIDOM","$7,606,259,574","","DEPIDOM","$7,642,537,089"
"Core (Retail) Deposits","","COREDEP","$15,729,069,960","","COREDEP","$15,452,347,947","","COREDEP","$15,249,119,473","","COREDEP","$15,451,071,944","","COREDEP","$15,269,553,509","","COREDEP","$15,199,768,181","","COREDEP","$15,405,398,742","","COREDEP","$15,726,931,116","","COREDEP","$16,388,881,967","","COREDEP","$16,696,766,490","","COREDEP","$17,034,743,105","","COREDEP","$17,431,895,412","","COREDEP","$17,229,419,919","","COREDEP","$16,614,389,252","","COREDEP","$16,080,145,054","","COREDEP","$15,574,395,933","","COREDEP","$14,876,354,465","","COREDEP","$14,209,017,937","","COREDEP","$13,931,135,388","","COREDEP","$12,602,175,732","","COREDEP","$11,619,685,848","","COREDEP","$11,368,057,817","","COREDEP","$11,143,959,868","","COREDEP","$11,052,568,663","","COREDEP","$11,037,017,689","","COREDEP","$10,845,338,981","","COREDEP","$10,813,629,934","","COREDEP","$10,851,604,262","","COREDEP","$10,684,346,913","","COREDEP","$10,562,363,080","","COREDEP","$10,457,695,825","","COREDEP","$10,489,210,953","","COREDEP","$10,338,648,989","","COREDEP","$10,188,030,917","","COREDEP","$9,915,396,065","","COREDEP","$9,845,530,240","","COREDEP","$9,611,882,555","","COREDEP","$9,409,433,011","","COREDEP","$9,367,226,871","","COREDEP","$9,374,086,017"
"Estimated Insured Deposits","","DEPINS","$10,621,513,702","","DEPINS","$10,584,416,169","","DEPINS","$10,585,414,505","","DEPINS","$10,686,273,253","","DEPINS","$10,565,925,277","","DEPINS","$10,516,766,071","","DEPINS","$10,516,158,981","","DEPINS","$10,411,714,989","","DEPINS","$10,217,742,526","","DEPINS","$10,131,186,305","","DEPINS","$10,038,818,721","","DEPINS","$10,102,605,691","","DEPINS","$9,861,905,236","","DEPINS","$9,704,383,081","","DEPINS","$9,437,810,029","","DEPINS","$9,457,970,164","","DEPINS","$9,062,884,673","","DEPINS","$8,861,398,949","","DEPINS","$8,778,455,679","","DEPINS","$8,122,039,178","","DEPINS","$7,773,417,649","","DEPINS","$7,694,447,996","","DEPINS","$7,648,900,856","","DEPINS","$7,654,467,192","","DEPINS","$7,477,158,404","","DEPINS","$7,342,980,535","","DEPINS","$7,320,590,925","","DEPINS","$7,296,965,313","","DEPINS","$7,115,577,027","","DEPINS","$7,061,655,793","","DEPINS","$7,007,512,482","","DEPINS","$7,041,982,716","","DEPINS","$6,881,090,568","","DEPINS","$6,783,436,818","","DEPINS","$6,645,425,563","","DEPINS","$6,631,312,660","","DEPINS","$6,489,893,288","","DEPINS","$6,376,910,253","","DEPINS","$6,304,669,001","","DEPINS","$6,305,424,488"
"Estimated Uninsured Deposits in Domestic Offices and in Insured Branches in US Territories and Possessions","","DEPUNINS","$7,608,156,791","","DEPUNINS","$7,388,614,813","","DEPUNINS","$7,191,633,413","","DEPUNINS","$7,285,140,144","","DEPUNINS","$7,216,548,641","","DEPUNINS","$7,321,354,066","","DEPUNINS","$7,321,901,597","","DEPUNINS","$7,518,893,211","","DEPUNINS","$8,168,059,889","","DEPUNINS","$8,290,474,211","","DEPUNINS","$8,507,629,880","","DEPUNINS","$8,752,756,189","","DEPUNINS","$8,794,243,568","","DEPUNINS","$8,411,489,457","","DEPUNINS","$8,216,449,039","","DEPUNINS","$7,934,846,641","","DEPUNINS","$7,671,870,935","","DEPUNINS","$7,274,698,895","","DEPUNINS","$7,182,603,231","","DEPUNINS","$6,611,288,935","","DEPUNINS","$5,867,423,013","","DEPUNINS","$5,697,174,212","","DEPUNINS","$5,487,655,706","","DEPUNINS","$5,402,751,482","","DEPUNINS","$5,486,879,030","","DEPUNINS","$5,320,578,617","","DEPUNINS","$5,222,051,466","","DEPUNINS","$5,255,004,370","","DEPUNINS","$5,277,650,738","","DEPUNINS","$5,137,987,946","","DEPUNINS","$5,050,362,172","","DEPUNINS","$5,094,105,152","","DEPUNINS","$5,056,765,646","","DEPUNINS","$4,988,060,299","","DEPUNINS","$4,859,739,567","","DEPUNINS","$4,785,003,129","","DEPUNINS","$4,718,177,830","","DEPUNINS","$4,580,524,059","","DEPUNINS","$4,574,530,433","","DEPUNINS","$4,534,508,642"
"IRAs and Keogh Plan Accounts","","IRAKEOGH","$462,802,491","","IRAKEOGH","$414,358,274","","IRAKEOGH","$439,339,038","","IRAKEOGH","$414,215,200","","IRAKEOGH","$459,408,020","","IRAKEOGH","$429,116,131","","IRAKEOGH","$483,821,146","","IRAKEOGH","$472,227,035","","IRAKEOGH","$561,362,637","","IRAKEOGH","$573,997,722","","IRAKEOGH","$637,300,352","","IRAKEOGH","$579,764,503","","IRAKEOGH","$593,601,298","","IRAKEOGH","$554,793,922","","IRAKEOGH","$583,268,966","","IRAKEOGH","$560,212,611","","IRAKEOGH","$602,048,836","","IRAKEOGH","$550,371,194","","IRAKEOGH","$561,006,294","","IRAKEOGH","$525,554,111","","IRAKEOGH","$477,882,233","","IRAKEOGH","$438,972,080","","IRAKEOGH","$465,956,173","","IRAKEOGH","$465,936,791","","IRAKEOGH","$491,685,448","","IRAKEOGH","$471,171,470","","IRAKEOGH","$467,710,394","","IRAKEOGH","$470,120,051","","IRAKEOGH","$470,889,546","","IRAKEOGH","$471,231,508","","IRAKEOGH","$471,974,945","","IRAKEOGH","$478,867,686","","IRAKEOGH","$484,048,111","","IRAKEOGH","$476,666,678","","IRAKEOGH","$461,014,415","","IRAKEOGH","$455,708,845","","IRAKEOGH","$447,607,223","","IRAKEOGH","$444,111,704","","IRAKEOGH","$429,850,333","","IRAKEOGH","$424,742,349"
"Total Brokered Deposits","","BRO","$1,235,967,936","","BRO","$1,282,016,772","","BRO","$1,329,190,274","","BRO","$1,340,128,170","","BRO","$1,350,742,260","","BRO","$1,298,724,116","","BRO","$1,207,576,627","","BRO","$1,031,007,827","","BRO","$896,284,228","","BRO","$755,674,758","","BRO","$649,308,028","","BRO","$595,888,549","","BRO","$602,825,891","","BRO","$669,976,978","","BRO","$750,376,855","","BRO","$1,099,914,213","","BRO","$1,137,161,248","","BRO","$1,148,643,911","","BRO","$1,194,465,837","","BRO","$1,210,151,773","","BRO","$1,105,961,263","","BRO","$1,107,644,108","","BRO","$1,096,496,027","","BRO","$1,089,575,915","","BRO","$1,074,324,333","","BRO","$989,071,895","","BRO","$975,135,741","","BRO","$984,685,527","","BRO","$970,859,524","","BRO","$936,213,685","","BRO","$904,976,473","","BRO","$896,477,997","","BRO","$894,208,442","","BRO","$844,760,704","","BRO","$831,337,413","","BRO","$816,184,117","","BRO","$936,133,575","","BRO","$879,075,358","","BRO","$844,412,896","","BRO","$843,496,911"
