"","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions"
"","","Report Period","20241231","","Report Period","20240930","","Report Period","20240630","","Report Period","20240331","","Report Period","20231231","","Report Period","20230930","","Report Period","20230630","","Report Period","20230331","","Report Period","20221231","","Report Period","20220930","","Report Period","20220630","","Report Period","20220331","","Report Period","20211231","","Report Period","20210930","","Report Period","20210630","","Report Period","20210331","","Report Period","20201231","","Report Period","20200930","","Report Period","20200630","","Report Period","20200331","","Report Period","20191231","","Report Period","20190930","","Report Period","20190630","","Report Period","20190331","","Report Period","20181231","","Report Period","20180930","","Report Period","20180630","","Report Period","20180331","","Report Period","20171231","","Report Period","20170930","","Report Period","20170630","","Report Period","20170331","","Report Period","20161231","","Report Period","20160930","","Report Period","20160630","","Report Period","20160331","","Report Period","20151231","","Report Period","20150930","","Report Period","20150630","","Report Period","20150331"
"","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD"
"","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$"
"Loans to Finance Agricultural Prod and Other Loans to Farmers","","P9AG","$191,321","","P9AG","$173,583","","P9AG","$5,794","","P9AG","$3,962","","P9AG","$3,945","","P9AG","$3,116","","P9AG","$5,154","","P9AG","$1,292","","P9AG","$4,374","","P9AG","$20,078","","P9AG","$6,590","","P9AG","$7,531","","P9AG","$13,826","","P9AG","$1,659","","P9AG","$1,086","","P9AG","$2,077","","P9AG","$4,180","","P9AG","$19,745","","P9AG","$15,647","","P9AG","$8,315","","P9AG","$4,801","","P9AG","$5,705","","P9AG","$2,612","","P9AG","$8,988","","P9AG","$2,774","","P9AG","$2,053","","P9AG","$6,346","","P9AG","$10,399","","P9AG","$5,082","","P9AG","$5,088","","P9AG","$2,992","","P9AG","$6,783","","P9AG","$10,584","","P9AG","$6,308","","P9AG","$7,702","","P9AG","$9,225","","P9AG","$8,866","","P9AG","$5,977","","P9AG","$3,190","","P9AG","$7,960"
"Commercial & Industrial Loans","","P9CI","$2,817,355","","P9CI","$2,754,559","","P9CI","$2,676,009","","P9CI","$2,995,670","","P9CI","$2,888,403","","P9CI","$2,823,344","","P9CI","$3,060,393","","P9CI","$3,735,416","","P9CI","$5,478,326","","P9CI","$4,186,565","","P9CI","$3,725,047","","P9CI","$2,749,788","","P9CI","$2,485,340","","P9CI","$1,100,989","","P9CI","$1,136,323","","P9CI","$1,106,818","","P9CI","$1,520,652","","P9CI","$1,361,502","","P9CI","$1,938,938","","P9CI","$1,455,804","","P9CI","$1,441,080","","P9CI","$1,437,413","","P9CI","$1,556,887","","P9CI","$1,305,777","","P9CI","$1,390,420","","P9CI","$1,250,146","","P9CI","$1,275,826","","P9CI","$1,190,838","","P9CI","$1,208,639","","P9CI","$1,386,980","","P9CI","$1,326,184","","P9CI","$1,465,652","","P9CI","$1,232,920","","P9CI","$1,160,000","","P9CI","$1,056,050","","P9CI","$1,052,981","","P9CI","$1,155,483","","P9CI","$998,302","","P9CI","$927,196","","P9CI","$1,000,028"
"To Non-U.S. Addressees","","P9CINUS","$311,855","","P9CINUS","$178,436","","P9CINUS","$138,557","","P9CINUS","$130,701","","P9CINUS","$97,400","","P9CINUS","$207,366","","P9CINUS","$100,048","","P9CINUS","$183,980","","P9CINUS","$190,303","","P9CINUS","$267,778","","P9CINUS","$122,363","","P9CINUS","$195,251","","P9CINUS","$286,131","","P9CINUS","$95,201","","P9CINUS","$80,754","","P9CINUS","$58,820","","P9CINUS","$73,364","","P9CINUS","$181,469","","P9CINUS","$167,330","","P9CINUS","$83,017","","P9CINUS","$69,273","","P9CINUS","$30,330","","P9CINUS","$72,137","","P9CINUS","$37,885","","P9CINUS","$22,330","","P9CINUS","$25,953","","P9CINUS","$27,978","","P9CINUS","$26,189","","P9CINUS","$19,567","","P9CINUS","$8,866","","P9CINUS","$20,957","","P9CINUS","$5,549","","P9CINUS","$16,412","","P9CINUS","$12,474","","P9CINUS","$12,038","","P9CINUS","$9,263","","P9CINUS","$5,220","","P9CINUS","$25,134","","P9CINUS","$7,151","","P9CINUS","$8,351"
"Loans to Individuals","","P9CON","$19,952,693","","P9CON","$18,876,728","","P9CON","$17,807,011","","P9CON","$19,184,294","","P9CON","$18,845,536","","P9CON","$16,068,362","","P9CON","$13,606,143","","P9CON","$13,864,798","","P9CON","$12,887,851","","P9CON","$10,478,563","","P9CON","$8,786,398","","P9CON","$8,684,625","","P9CON","$8,155,087","","P9CON","$7,212,183","","P9CON","$7,452,893","","P9CON","$9,788,838","","P9CON","$10,808,480","","P9CON","$8,722,275","","P9CON","$11,242,666","","P9CON","$14,416,423","","P9CON","$14,865,779","","P9CON","$13,292,175","","P9CON","$12,514,121","","P9CON","$13,758,662","","P9CON","$14,228,310","","P9CON","$12,559,074","","P9CON","$11,469,955","","P9CON","$12,481,078","","P9CON","$13,079,174","","P9CON","$11,894,360","","P9CON","$10,671,766","","P9CON","$11,346,513","","P9CON","$11,794,810","","P9CON","$10,389,234","","P9CON","$9,183,894","","P9CON","$9,480,605","","P9CON","$9,983,012","","P9CON","$8,959,485","","P9CON","$8,221,555","","P9CON","$9,053,396"
"Credit Cards","","P9CRCD","$19,197,916","","P9CRCD","$18,002,508","","P9CRCD","$16,993,128","","P9CRCD","$18,298,295","","P9CRCD","$17,818,552","","P9CRCD","$15,107,089","","P9CRCD","$12,685,171","","P9CRCD","$12,434,237","","P9CRCD","$11,294,540","","P9CRCD","$8,787,141","","P9CRCD","$7,175,651","","P9CRCD","$7,072,006","","P9CRCD","$6,578,610","","P9CRCD","$5,622,163","","P9CRCD","$5,800,396","","P9CRCD","$8,000,192","","P9CRCD","$8,762,316","","P9CRCD","$7,381,676","","P9CRCD","$9,982,740","","P9CRCD","$12,397,251","","P9CRCD","$12,716,772","","P9CRCD","$11,220,167","","P9CRCD","$10,395,577","","P9CRCD","$11,418,717","","P9CRCD","$11,746,006","","P9CRCD","$10,290,440","","P9CRCD","$9,553,378","","P9CRCD","$10,365,077","","P9CRCD","$10,823,118","","P9CRCD","$9,673,282","","P9CRCD","$8,538,471","","P9CRCD","$9,011,360","","P9CRCD","$9,280,870","","P9CRCD","$8,086,575","","P9CRCD","$7,081,412","","P9CRCD","$7,446,045","","P9CRCD","$7,800,884","","P9CRCD","$6,851,462","","P9CRCD","$6,201,333","","P9CRCD","$6,791,802"
"Automobile Loans","","P9AUTO","$153,151","","P9AUTO","$147,077","","P9AUTO","$141,174","","P9AUTO","$144,488","","P9AUTO","$184,766","","P9AUTO","$177,048","","P9AUTO","$159,357","","P9AUTO","$133,716","","P9AUTO","$191,131","","P9AUTO","$188,692","","P9AUTO","$154,608","","P9AUTO","$148,764","","P9AUTO","$173,931","","P9AUTO","$125,365","","P9AUTO","$107,041","","P9AUTO","$126,546","","P9AUTO","$188,044","","P9AUTO","$153,283","","P9AUTO","$187,230","","P9AUTO","$222,879","","P9AUTO","$238,219","","P9AUTO","$216,229","","P9AUTO","$187,822","","P9AUTO","$191,797","","P9AUTO","$265,530","","P9AUTO","$239,056","","P9AUTO","$223,145","","P9AUTO","$229,471","","P9AUTO","$280,501","","P9AUTO","$240,992","","P9AUTO","$199,860","","P9AUTO","$188,419","","P9AUTO","$243,385","","P9AUTO","$192,839","","P9AUTO","$151,532","","P9AUTO","$137,337","","P9AUTO","$183,993","","P9AUTO","$159,662","","P9AUTO","$126,501","","P9AUTO","$124,670"
"Other Consumer Loans","","P9CONOTH","$601,626","","P9CONOTH","$727,143","","P9CONOTH","$672,709","","P9CONOTH","$741,511","","P9CONOTH","$842,218","","P9CONOTH","$784,225","","P9CONOTH","$761,615","","P9CONOTH","$1,296,845","","P9CONOTH","$1,402,180","","P9CONOTH","$1,502,730","","P9CONOTH","$1,456,139","","P9CONOTH","$1,463,855","","P9CONOTH","$1,402,546","","P9CONOTH","$1,464,655","","P9CONOTH","$1,545,456","","P9CONOTH","$1,662,100","","P9CONOTH","$1,858,120","","P9CONOTH","$1,187,316","","P9CONOTH","$1,072,696","","P9CONOTH","$1,796,293","","P9CONOTH","$1,910,788","","P9CONOTH","$1,855,779","","P9CONOTH","$1,930,722","","P9CONOTH","$2,148,148","","P9CONOTH","$2,216,774","","P9CONOTH","$2,029,578","","P9CONOTH","$1,693,432","","P9CONOTH","$1,886,530","","P9CONOTH","$1,975,555","","P9CONOTH","$1,980,086","","P9CONOTH","$1,933,435","","P9CONOTH","$2,146,734","","P9CONOTH","$2,270,555","","P9CONOTH","$2,109,820","","P9CONOTH","$1,950,950","","P9CONOTH","$1,897,223","","P9CONOTH","$1,998,135","","P9CONOTH","$1,948,361","","P9CONOTH","$1,893,721","","P9CONOTH","$2,136,924"
"Loans to Foreign Governments & Official Institutions","","P9FG","$0","","P9FG","$0","","P9FG","$0","","P9FG","$2,000","","P9FG","$0","","P9FG","$0","","P9FG","$0","","P9FG","$15,000","","P9FG","$0","","P9FG","$0","","P9FG","$0","","P9FG","$0","","P9FG","$0","","P9FG","$0","","P9FG","$0","","P9FG","$0","","P9FG","$0","","P9FG","$0","","P9FG","$0","","P9FG","$0","","P9FG","$0","","P9FG","$0","","P9FG","$0","","P9FG","$0","","P9FG","$0","","P9FG","$0","","P9FG","$0","","P9FG","$0","","P9FG","$0","","P9FG","$0","","P9FG","$0","","P9FG","$0","","P9FG","$0","","P9FG","$0","","P9FG","$0","","P9FG","$0","","P9FG","$0","","P9FG","$0","","P9FG","$0","","P9FG","$0"
"Other Loans","","P9OTHLN","$354,244","","P9OTHLN","$349,008","","P9OTHLN","$225,107","","P9OTHLN","$191,650","","P9OTHLN","$247,537","","P9OTHLN","$294,014","","P9OTHLN","$402,101","","P9OTHLN","$605,342","","P9OTHLN","$709,993","","P9OTHLN","$1,112,817","","P9OTHLN","$889,529","","P9OTHLN","$894,198","","P9OTHLN","$580,226","","P9OTHLN","$388,859","","P9OTHLN","$1,000,988","","P9OTHLN","$721,415","","P9OTHLN","$288,602","","P9OTHLN","$412,817","","P9OTHLN","$582,694","","P9OTHLN","$459,373","","P9OTHLN","$261,484","","P9OTHLN","$525,518","","P9OTHLN","$319,609","","P9OTHLN","$368,220","","P9OTHLN","$356,696","","P9OTHLN","$357,184","","P9OTHLN","$338,984","","P9OTHLN","$321,071","","P9OTHLN","$289,861","","P9OTHLN","$315,709","","P9OTHLN","$333,907","","P9OTHLN","$257,437","","P9OTHLN","$189,678","","P9OTHLN","$266,973","","P9OTHLN","$353,825","","P9OTHLN","$391,307","","P9OTHLN","$148,051","","P9OTHLN","$275,515","","P9OTHLN","$204,916","","P9OTHLN","$167,617"
"Lease Financing Receivables","","P9LS","$39,013","","P9LS","$69,678","","P9LS","$48,169","","P9LS","$43,072","","P9LS","$33,923","","P9LS","$47,827","","P9LS","$33,645","","P9LS","$34,108","","P9LS","$42,789","","P9LS","$66,854","","P9LS","$40,851","","P9LS","$47,909","","P9LS","$37,789","","P9LS","$65,241","","P9LS","$46,354","","P9LS","$34,039","","P9LS","$55,278","","P9LS","$80,592","","P9LS","$80,873","","P9LS","$83,246","","P9LS","$92,381","","P9LS","$67,370","","P9LS","$68,888","","P9LS","$57,736","","P9LS","$73,240","","P9LS","$56,839","","P9LS","$49,747","","P9LS","$55,890","","P9LS","$62,242","","P9LS","$119,823","","P9LS","$67,761","","P9LS","$42,355","","P9LS","$55,990","","P9LS","$58,829","","P9LS","$64,516","","P9LS","$46,065","","P9LS","$45,232","","P9LS","$34,702","","P9LS","$42,356","","P9LS","$35,700"
"Debt Securities and Other Assets","","P9SCDEBT","$2,139,850","","P9SCDEBT","$136,356","","P9SCDEBT","$41,927","","P9SCDEBT","$41,346","","P9SCDEBT","$60,560","","P9SCDEBT","$51,023","","P9SCDEBT","$34,475","","P9SCDEBT","$46,936","","P9SCDEBT","$37,227","","P9SCDEBT","$54,070","","P9SCDEBT","$62,080","","P9SCDEBT","$54,605","","P9SCDEBT","$105,729","","P9SCDEBT","$51,232","","P9SCDEBT","$59,333","","P9SCDEBT","$62,824","","P9SCDEBT","$80,238","","P9SCDEBT","$88,429","","P9SCDEBT","$73,814","","P9SCDEBT","$65,678","","P9SCDEBT","$51,741","","P9SCDEBT","$54,363","","P9SCDEBT","$51,672","","P9SCDEBT","$55,685","","P9SCDEBT","$52,449","","P9SCDEBT","$58,934","","P9SCDEBT","$46,399","","P9SCDEBT","$46,218","","P9SCDEBT","$35,759","","P9SCDEBT","$34,770","","P9SCDEBT","$27,387","","P9SCDEBT","$92,216","","P9SCDEBT","$86,915","","P9SCDEBT","$22,553","","P9SCDEBT","$18,163","","P9SCDEBT","$23,781","","P9SCDEBT","$22,400","","P9SCDEBT","$18,641","","P9SCDEBT","$19,824","","P9SCDEBT","$17,849"
"Loans to Finance Agricultural Prod and Other Loans to Farmers (Small)","","P9AGSM","$41,784","","P9AGSM","$50,941","","P9AGSM","$59,642","","P9AGSM","$30,151","","P9AGSM","$22,429","","P9AGSM","$43,406","","P9AGSM","$34,845","","P9AGSM","$23,710","","P9AGSM","$25,815","","P9AGSM","$37,600","","P9AGSM","$53,883","","P9AGSM","$61,289","","P9AGSM","$31,196","","P9AGSM","$45,174","","P9AGSM","$62,114","","P9AGSM","$79,264","","P9AGSM","$55,485","","P9AGSM","$125,703","","P9AGSM","$145,576","","P9AGSM","$128,888","","P9AGSM","$90,990","","P9AGSM","$115,763","","P9AGSM","$105,277","","P9AGSM","$103,555","","P9AGSM","$76,759","","P9AGSM","$138,624","","P9AGSM","$104,432","","P9AGSM","$107,429","","P9AGSM","$61,036","","P9AGSM","$114,259","","P9AGSM","$99,977","","P9AGSM","$100,845","","P9AGSM","$59,063","","P9AGSM","$94,698","","P9AGSM","$109,740","","P9AGSM","$86,120","","P9AGSM","$36,379","","P9AGSM","$46,865","","P9AGSM","$75,241","","P9AGSM","$40,098"
"Loans Held for Sale","","P9LNSALE","$604,801","","P9LNSALE","$805,171","","P9LNSALE","$538,696","","P9LNSALE","$624,040","","P9LNSALE","$626,263","","P9LNSALE","$533,142","","P9LNSALE","$601,419","","P9LNSALE","$606,707","","P9LNSALE","$686,492","","P9LNSALE","$1,250,618","","P9LNSALE","$1,303,210","","P9LNSALE","$1,815,894","","P9LNSALE","$1,967,614","","P9LNSALE","$1,732,690","","P9LNSALE","$1,839,209","","P9LNSALE","$1,731,434","","P9LNSALE","$2,635,650","","P9LNSALE","$1,045,792","","P9LNSALE","$1,564,737","","P9LNSALE","$768,240","","P9LNSALE","$855,648","","P9LNSALE","$1,353,994","","P9LNSALE","$740,293","","P9LNSALE","$512,997","","P9LNSALE","$570,526","","P9LNSALE","$639,615","","P9LNSALE","$752,531","","P9LNSALE","$786,320","","P9LNSALE","$756,645","","P9LNSALE","$636,502","","P9LNSALE","$720,067","","P9LNSALE","$631,958","","P9LNSALE","$828,730","","P9LNSALE","$975,810","","P9LNSALE","$527,211","","P9LNSALE","$610,718","","P9LNSALE","$903,207","","P9LNSALE","$535,199","","P9LNSALE","$758,450","","P9LNSALE","$882,671"
"Loans and Leases, Wholly or Partially Guaranteed by the U.S Government","","P9GTYPAR","$14,429,888","","P9GTYPAR","$13,169,715","","P9GTYPAR","$12,416,600","","P9GTYPAR","$13,254,825","","P9GTYPAR","$13,499,339","","P9GTYPAR","$13,548,943","","P9GTYPAR","$14,463,672","","P9GTYPAR","$16,974,164","","P9GTYPAR","$18,689,673","","P9GTYPAR","$17,231,067","","P9GTYPAR","$18,263,803","","P9GTYPAR","$20,661,965","","P9GTYPAR","$24,181,472","","P9GTYPAR","$24,358,044","","P9GTYPAR","$24,939,687","","P9GTYPAR","$28,665,114","","P9GTYPAR","$30,054,795","","P9GTYPAR","$30,971,753","","P9GTYPAR","$24,954,833","","P9GTYPAR","$20,316,649","","P9GTYPAR","$20,833,237","","P9GTYPAR","$20,030,296","","P9GTYPAR","$20,093,928","","P9GTYPAR","$21,600,730","","P9GTYPAR","$22,833,648","","P9GTYPAR","$23,137,026","","P9GTYPAR","$24,412,699","","P9GTYPAR","$27,959,594","","P9GTYPAR","$29,903,666","","P9GTYPAR","$26,615,275","","P9GTYPAR","$26,514,725","","P9GTYPAR","$29,201,873","","P9GTYPAR","$32,105,426","","P9GTYPAR","$31,829,818","","P9GTYPAR","$32,279,279","","P9GTYPAR","$34,601,681","","P9GTYPAR","$37,542,994","","P9GTYPAR","$37,536,628","","P9GTYPAR","$39,932,736","","P9GTYPAR","$43,360,534"
"Guaranteed portion of loans and leases, excluding GNMA loans past due 90 days","","P9GTY","$4,660,746","","P9GTY","$3,966,053","","P9GTY","$3,772,605","","P9GTY","$4,092,679","","P9GTY","$4,119,517","","P9GTY","$4,340,077","","P9GTY","$4,759,076","","P9GTY","$6,438,202","","P9GTY","$7,495,416","","P9GTY","$6,018,808","","P9GTY","$6,365,978","","P9GTY","$7,643,618","","P9GTY","$8,817,550","","P9GTY","$8,193,013","","P9GTY","$8,789,548","","P9GTY","$10,197,358","","P9GTY","$9,602,000","","P9GTY","$8,376,260","","P9GTY","$5,602,432","","P9GTY","$4,874,409","","P9GTY","$4,736,839","","P9GTY","$2,950,222","","P9GTY","$2,966,342","","P9GTY","$3,181,763","","P9GTY","$3,292,046","","P9GTY","$3,144,277","","P9GTY","$2,761,052","","P9GTY","$2,945,028","","P9GTY","$2,938,308","","P9GTY","$2,904,590","","P9GTY","$2,832,214","","P9GTY","$3,115,197","","P9GTY","$3,368,825","","P9GTY","$3,180,193","","P9GTY","$3,103,671","","P9GTY","$3,158,761","","P9GTY","$3,445,583","","P9GTY","$3,422,507","","P9GTY","$3,600,795","","P9GTY","$3,958,399"
"Rebooked GNMA loans, repurchased or are eligible for repurchase past due 90 days","","P9GTYGNM","$9,624,532","","P9GTYGNM","$9,061,673","","P9GTYGNM","$8,506,124","","P9GTYGNM","$9,014,919","","P9GTYGNM","$9,223,062","","P9GTYGNM","$9,029,132","","P9GTYGNM","$9,505,848","","P9GTYGNM","$10,298,106","","P9GTYGNM","$10,932,149","","P9GTYGNM","$10,915,044","","P9GTYGNM","$11,611,254","","P9GTYGNM","$12,643,974","","P9GTYGNM","$14,970,350","","P9GTYGNM","$15,678,151","","P9GTYGNM","$15,667,396","","P9GTYGNM","$18,072,720","","P9GTYGNM","$20,023,578","","P9GTYGNM","$22,127,250","","P9GTYGNM","$19,002,215","","P9GTYGNM","$15,184,187","","P9GTYGNM","$15,868,395","","P9GTYGNM","$16,861,867","","P9GTYGNM","$16,919,224","","P9GTYGNM","$18,211,919","","P9GTYGNM","$19,322,609","","P9GTYGNM","$19,761,792","","P9GTYGNM","$21,414,340","","P9GTYGNM","$24,836,819","","P9GTYGNM","$26,809,453","","P9GTYGNM","$23,564,111","","P9GTYGNM","$23,546,871","","P9GTYGNM","$25,947,829","","P9GTYGNM","$28,591,418","","P9GTYGNM","$28,528,430","","P9GTYGNM","$29,041,836","","P9GTYGNM","$31,298,613","","P9GTYGNM","$33,824,473","","P9GTYGNM","$33,951,346","","P9GTYGNM","$36,166,467","","P9GTYGNM","$39,244,171"
"Assets in Nonaccrual Status","","NAASSET","$87,037,332","","NAASSET","$83,962,261","","NAASSET","$79,920,220","","NAASSET","$77,158,971","","NAASSET","$71,397,167","","NAASSET","$68,949,784","","NAASSET","$62,195,887","","NAASSET","$58,211,503","","NAASSET","$54,912,346","","NAASSET","$54,861,695","","NAASSET","$57,705,474","","NAASSET","$63,025,828","","NAASSET","$65,325,448","","NAASSET","$70,118,347","","NAASSET","$75,711,514","","NAASSET","$82,339,369","","NAASSET","$85,475,019","","NAASSET","$84,499,994","","NAASSET","$78,910,479","","NAASSET","$65,968,571","","NAASSET","$56,380,054","","NAASSET","$58,645,832","","NAASSET","$59,577,304","","NAASSET","$61,786,700","","NAASSET","$59,481,823","","NAASSET","$60,881,146","","NAASSET","$63,312,256","","NAASSET","$66,506,582","","NAASSET","$66,898,098","","NAASSET","$68,774,850","","NAASSET","$71,494,725","","NAASSET","$76,196,241","","NAASSET","$79,399,976","","NAASSET","$82,715,518","","NAASSET","$85,091,809","","NAASSET","$85,955,405","","NAASSET","$78,679,964","","NAASSET","$80,473,592","","NAASSET","$83,441,173","","NAASSET","$85,414,511"
"Loans Secured by Real Estate, Total","","NARE","$56,327,866","","NARE","$54,969,192","","NARE","$52,255,167","","NARE","$49,729,328","","NARE","$46,671,911","","NARE","$44,818,336","","NARE","$40,361,235","","NARE","$37,898,631","","NARE","$35,581,657","","NARE","$35,547,984","","NARE","$37,983,993","","NARE","$41,806,008","","NARE","$43,687,328","","NARE","$45,614,939","","NARE","$48,651,422","","NARE","$52,000,062","","NARE","$52,978,477","","NARE","$49,049,453","","NARE","$42,549,761","","NARE","$37,596,039","","NARE","$33,219,876","","NARE","$34,806,460","","NARE","$35,961,972","","NARE","$37,502,114","","NARE","$38,495,255","","NARE","$39,567,619","","NARE","$41,255,094","","NARE","$42,888,350","","NARE","$43,078,449","","NARE","$43,838,949","","NARE","$45,045,604","","NARE","$47,579,877","","NARE","$49,441,296","","NARE","$51,431,968","","NARE","$53,778,858","","NARE","$56,875,468","","NARE","$59,101,064","","NARE","$62,794,598","","NARE","$67,203,935","","NARE","$71,164,872"
"To Non-U.S. Addressees","","NARENUS","$1,021,011","","NARENUS","$741,898","","NARENUS","$751,591","","NARENUS","$739,350","","NARENUS","$516,011","","NARENUS","$574,068","","NARENUS","$644,168","","NARENUS","$623,465","","NARENUS","$552,591","","NARENUS","$470,817","","NARENUS","$520,482","","NARENUS","$618,275","","NARENUS","$619,292","","NARENUS","$671,156","","NARENUS","$740,208","","NARENUS","$733,866","","NARENUS","$784,346","","NARENUS","$703,661","","NARENUS","$671,580","","NARENUS","$586,421","","NARENUS","$394,228","","NARENUS","$277,490","","NARENUS","$292,405","","NARENUS","$285,175","","NARENUS","$373,620","","NARENUS","$439,098","","NARENUS","$446,147","","NARENUS","$382,723","","NARENUS","$378,129","","NARENUS","$334,353","","NARENUS","$374,805","","NARENUS","$336,604","","NARENUS","$292,014","","NARENUS","$310,697","","NARENUS","$351,153","","NARENUS","$367,761","","NARENUS","$306,670","","NARENUS","$292,443","","NARENUS","$303,927","","NARENUS","$307,305"
"Real Estate Loans in Domestic Offices","","NARELNDO","$55,462,557","","NARELNDO","$54,332,012","","NARELNDO","$51,604,740","","NARELNDO","$49,079,792","","NARELNDO","$46,243,902","","NARELNDO","$44,319,557","","NARELNDO","$39,811,650","","NARELNDO","$37,404,732","","NARELNDO","$35,089,135","","NARELNDO","$35,112,281","","NARELNDO","$37,501,628","","NARELNDO","$41,226,305","","NARELNDO","$43,156,151","","NARELNDO","$45,090,961","","NARELNDO","$48,062,535","","NARELNDO","$51,443,529","","NARELNDO","$52,397,974","","NARELNDO","$48,530,228","","NARELNDO","$42,090,989","","NARELNDO","$37,208,744","","NARELNDO","$32,988,199","","NARELNDO","$34,567,669","","NARELNDO","$35,724,937","","NARELNDO","$37,229,070","","NARELNDO","$38,207,549","","NARELNDO","$39,246,587","","NARELNDO","$40,935,020","","NARELNDO","$42,560,790","","NARELNDO","$42,750,619","","NARELNDO","$43,544,686","","NARELNDO","$44,706,053","","NARELNDO","$47,278,528","","NARELNDO","$49,185,274","","NARELNDO","$51,182,914","","NARELNDO","$53,530,641","","NARELNDO","$56,600,056","","NARELNDO","$58,831,024","","NARELNDO","$62,498,571","","NARELNDO","$66,892,068","","NARELNDO","$70,850,811"
"Construction and Land Development","","NARECONS","$3,427,543","","NARECONS","$3,167,761","","NARECONS","$2,704,349","","NARECONS","$2,645,483","","NARECONS","$2,292,191","","NARECONS","$2,269,296","","NARECONS","$1,888,058","","NARECONS","$1,664,217","","NARECONS","$1,654,210","","NARECONS","$1,500,981","","NARECONS","$1,641,934","","NARECONS","$1,657,618","","NARECONS","$1,778,374","","NARECONS","$2,104,500","","NARECONS","$2,253,112","","NARECONS","$2,600,211","","NARECONS","$2,479,628","","NARECONS","$2,360,796","","NARECONS","$1,942,802","","NARECONS","$1,538,930","","NARECONS","$1,403,766","","NARECONS","$1,436,739","","NARECONS","$1,448,441","","NARECONS","$1,425,213","","NARECONS","$1,430,765","","NARECONS","$1,332,377","","NARECONS","$1,450,885","","NARECONS","$1,447,598","","NARECONS","$1,505,939","","NARECONS","$1,706,577","","NARECONS","$1,771,496","","NARECONS","$1,936,997","","NARECONS","$2,045,543","","NARECONS","$2,148,335","","NARECONS","$2,300,743","","NARECONS","$2,546,269","","NARECONS","$2,723,816","","NARECONS","$3,020,880","","NARECONS","$3,427,716","","NARECONS","$3,749,712"
